substance_class	substance_source	substance_name	substance_smiles	substance_zinc_id	substance_iupac	substance_binding_site	measurement	activity_KCNQ1_uM	activity_KCNQ1_KCNE1_uM	activity_KCNQ2_uM	activity_KCNQ3_uM	activity_KCNQ2_KCNQ3_uM	activity_KCNQ4_uM	activity_KCNQ5_uM	activity_KCNQ3_KCNQ5_uM	activity_hERG_uM	activity_GABAA_uM	reference	status	comment
NA	Seefeld_2018_1	Seefeld_2018_8	C[C@H](NC(=O)c1cc(C(F)(F)F)ccc1Oc2ccccc2)c3cccc(S(C)(=O)=O)c3	NA	NA	NA	NA	-134	57	NA	NA	NA	NA	NA	NA	NA	NA	(Seefeld, 2018, 10.1016/j.bmcl.2018.09.036)	NA	NA
NA	Seefeld_2018_1	Seefeld_2018_17	CS(=O)(=O)c3cccc([C@H](CO)NC(=O)c1cc(C(F)(F)F)ccc1Oc2ccccc2)c3	NA	NA	NA	NA	-77	11	NA	NA	NA	NA	NA	NA	NA	NA	(Seefeld, 2018, 10.1016/j.bmcl.2018.09.036)	NA	NA
NA	Seefeld_2018_1	Seefeld_2018_18	CS(=O)(=O)c3cccc(CNC(=O)c1cc(S(F)(F)(F)(F)F)ccc1Oc2ccccc2)c3	NA	NA	NA	NA	-185	7	NA	NA	NA	NA	NA	NA	NA	NA	(Seefeld, 2018, 10.1016/j.bmcl.2018.09.036)	NA	NA
NA	Seefeld_2018_1	Seefeld_2018_19	CS(=O)(=O)c3cccc([C@H](CO)NC(=O)c1cc(S(F)(F)(F)(F)F)ccc1Oc2ccccc2)c3	NA	NA	NA	NA	-101	121	NA	NA	NA	NA	NA	NA	NA	NA	(Seefeld, 2018, 10.1016/j.bmcl.2018.09.036)	NA	NA
NA	Seefeld_2018_1	Seefeld_2018_20	C[C@H](NC(=O)c1cc(F)c(F)cc1Oc2ccccc2)c3cccc(S(C)(=O)=O)c3	NA	NA	NA	NA	-132	145	NA	NA	NA	NA	NA	NA	NA	NA	(Seefeld, 2018, 10.1016/j.bmcl.2018.09.036)	NA	NA
NA	Seefeld_2018_2	Seefeld_2018_21	C[C@H](NC(=O)[C@H]1CCCCC1c2ccccc2)c3ccccc3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Seefeld, 2018, 10.1016/j.bmcl.2018.09.036)	NA	NA
NA	Seefeld_2018_2	Seefeld_2018_22	O=C(N[C@@H](CO)c1ccccc1)[C@H]2CCCCC2c3ccccc3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Seefeld, 2018, 10.1016/j.bmcl.2018.09.036)	NA	NA
NA	Seefeld_2018_2	Seefeld_2018_23	O=C(N[C@@H](CO)c1ccccc1)[C@H]2CC(F)(F)CCC2c3ccccc3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Seefeld, 2018, 10.1016/j.bmcl.2018.09.036)	NA	NA
NA	Seefeld_2018_2	Seefeld_2018_24	C[C@H](NC(=O)[C@H]1CC(F)(F)CCC1c2ccccc2)c3ccccc3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Seefeld, 2018, 10.1016/j.bmcl.2018.09.036)	NA	NA
NA	Seefeld_2018_2	Seefeld_2018_14	O=C(N[C@@H](CO)c1cccc(Cl)c1)[C@H]2CC(F)(F)CCC2c3ccccc3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Seefeld, 2018, 10.1016/j.bmcl.2018.09.036)	NA	NA
NA	Seefeld_2018_2	Seefeld_2018_25	O=C(N[C@@H](CO)c1cccc(C(F)(F)F)c1)[C@H]2CC(F)(F)CCC2c3ccccc3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Seefeld, 2018, 10.1016/j.bmcl.2018.09.036)	NA	NA
NA	ML	ML-213	O=C(NC1=C(C)C=C(C)C=C1C)C2CC3CCC2C3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Seefeld, 2018, 10.1016/j.bmcl.2018.09.036)	NA	NA
NA	ICA	ICA-27243	FC1=CC=C(C(NC2=CC=C(Cl)N=C2)=O)C=C1F	NA	NA	S1–S4 voltage-sensor domain (VSD) (Padilla et al. 2009)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Seefeld, 2018, 10.1016/j.bmcl.2018.09.036)	NA	NA
NA	retigabine	retigabine	CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N	ZINC16154	ethyl N-[2-amino-4-[(4-fluorophenyl)methylamino]phenyl]carbamate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Seefeld, 2018, 10.1016/j.bmcl.2018.09.036)	NA	NA
NA	XE-991	XE-991	O=C1C2=CC=CC=C2C(CC3=CC=NC=C3)(CC4=CC=NC=C4)C5=C1C=CC=C5	ZINC37866146	10,10-bis(4-pyridinylmethyl)-9(101-1)-anthracenone	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Greene, 2017, 10.1124/jpet.117.241679)	NA	NA
NA	linopirdine	linopirdine	O=C1N(C2=CC=CC=C2)C3=CC=CC=C3C1(CC4=CC=NC=C4)CC5=CC=NC=C5	ZINC34279515	3,3-bis(4-pyridinylmethyl)-1-phenylindolin-2-one	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Greene, 2017, 10.1124/jpet.117.241679)	NA	NA
NA	retigabine	retigabine	CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N	ZINC16154	ethyl N-[2-amino-4-[(4-fluorophenyl)methylamino]phenyl]carbamate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Greene, 2017, 10.1124/jpet.117.241679)	NA	NA
NA	XE-991	XE-991	O=C1C2=CC=CC=C2C(CC3=CC=NC=C3)(CC4=CC=NC=C4)C5=C1C=CC=C5	ZINC37866146	10,10-bis(4-pyridinylmethyl)-9(101-1)-anthracenone	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Yu, 2018, 10.1177/1744806918793229)	NA	NA
NA	Acrylamide (S)-1	Acrylamide (S)-1	C[C@H](NC(=O)/C=C/c1ccccc1)c3cccc(N2CCOCC2)c3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Combee2020	NA	NA
NA	Combee2020	C4-CH2	C1[C@]2(CC[C@@](C1)(C2)N1CCOCC1)[C@@H](NC(=O)/C=C/c1c(cccc1)F)C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Combee2020	NA	NA
NA	Combee2020	C4-di-Me	C1[C@]2(CC[C@@](C1)(C2(C)C)N1CCOCC1)[C@@H](NC(=O)/C=C/c1c(cccc1)F)C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Combee2020	NA	NA
NA	DS-1291	DS-1291	[C@H]1(C[C@@]2(CC[C@H]1C2(C)C)N1CCOCC1)[C@@H](NC(=O)/C=C/c1ccccc1F)C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Combee2020	NA	NA
NA	LAC-278	LAC-278	COC(NC(=O)C=Cc1ccccc1F)C2C4CCC2(N3CCOCC3)CC4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Combee2020	NA	NA
NA	Combee2020	R-C3ax-CH2	[C@@H]1([C@H]2CC[C@@](C1)(C2)N1CCOCC1)[C@@H](NC(=O)/C=C/c1c(cccc1)F)C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Combee2020	NA	NA
NA	Combee2020	R-C3eq-CH2	[C@@H](NC(=O)/C=C/c1c(cccc1)F)([C@H]1[C@@H]2CC[C@](C1)(C2)N1CCOCC1)C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Combee2020	NA	NA
NA	Combee2020	R-C3eq	[C@@H](NC(=O)/C=C/c1c(cccc1)F)([C@H]1[C@@H]2CC[C@](C1)(C2(C)C)N1CCOCC1)C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Combee2020	NA	NA
NA	Combee2020	S-C3ax-CH2	O=C(/C=C/c1ccccc1F)N[C@H]([C@H]1C[C@]2(N3CCOCC3)C[C@H]1CC2)C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Combee2020	NA	NA
NA	Combee2020	S-C3ax	O=C(/C=C/c1ccccc1F)N[C@H]([C@H]1C[C@]2(N3CCOCC3)C([C@H]1CC2)(C)C)C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Combee2020	NA	NA
NA	Combee2020	S-C3eq-CH2	[C@@H](NC(=O)/C=C/c1c(cccc1)F)([C@@H]1[C@H]2CC[C@@](C1)(C2)N1CCOCC1)C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Combee2020	NA	NA
NA	Combee2020	S-C3eq	[C@@H](NC(=O)/C=C/c1c(cccc1)F)([C@@H]1[C@H]2CC[C@@](C1)(C2(C)C)N1CCOCC1)C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Combee2020	NA	NA
NA	Combee2020	TMS0535	C1C[C@@]2(CC[C@H]1[C@H]2[C@@H](NC(=O)/C=C/c1ccccc1F)C)N1CCOCC1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Combee2020	NA	NA
NA	retigabine	retigabine	CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N	ZINC16154	ethyl N-[2-amino-4-[(4-fluorophenyl)methylamino]phenyl]carbamate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Tatulian, 2003, 10.1113/jphysiol.2003.039842)	NA	NA
NA	retigabine	retigabine	CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N	ZINC16154	ethyl N-[2-amino-4-[(4-fluorophenyl)methylamino]phenyl]carbamate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Tatulian, 2001, 10.1523/JNEUROSCI.21-15-05535.2001)	NA	NA
NA	aromatic acid	quercetin	O=C1c3c(O/C(=C1/O)c2ccc(O)c(O)c2)cc(O)cc3O	ZINC3869685	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Redford, 2020, 10.1038/s42003-020-1089-8)	NA	NA
NA	aromatic acid	rutin	CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O	ZINC4096846	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Redford, 2020, 10.1038/s42003-020-1089-8)	NA	NA
NA	phospholipid	decanal	CCCCCCCCCC=O	ZINC1693270	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Manville, 2019, 10.1096/fj.201900485R)	NA	NA
NA	phospholipid	(E)-2-dodecenal	CCCCCCCCCC=CC=O	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Manville, 2019, 10.1096/fj.201900485R)	NA	NA
NA	phospholipid	undecanal	O=CCCCCCCCCCC	ZINC1595727	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Manville, 2019, 10.1096/fj.201900485R)	NA	NA
NA	phospholipid	(E)-2-undecenal	CCCCCCCCC=CC=O	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Manville, 2019, 10.1096/fj.201900485R)	NA	NA
NA	phospholipid	tridecanal	CCCCCCCCCCCCC=O	ZINC2023332	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Manville, 2019, 10.1096/fj.201900485R)	NA	NA
NA	phospholipid	phytol	C/C(=C\CO)CC[C@H](C)CCC[C@H](C)CCCC(C)C	ZINC3978631	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Manville, 2019, 10.1096/fj.201900485R)	NA	NA
NA	aromatic acid	vanillic acid	COc1cc(C(=O)O)ccc1O	ZINC338275	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Manville, 2019, 10.1096/fj.201900485R)	NA	NA
NA	aromatic acid	3,4-dihydroxybenzoic acid	O=C(O)c1ccc(O)c(O)c1	ZINC13246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Manville, 2019, 10.1096/fj.201900485R)	NA	NA
NA	NA	arginine vasopressin	c1ccc(cc1)C[C@H]2C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)N2)Cc3ccc(cc3)O)N)C(=O)N4CCC[C@H]4C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(=O)N)CC(=O)N)CCC(=O)N	ZINC199604478 ZINC169621177	1-{[(4R,7S,10S,13S,16S,19R)-19-Amino-7-(2-amino-2-oxoethyl)-10-(3-amino-3-oxopropyl)-13-benzyl-16-(4-hydroxybenzyl)-6,9,12,15,18-pentaoxo-1,2-dithia-5,8,11,14,17-pentaazacycloicosan-4-yl]carbonyl}-L-p rolyl-L-arginylglycinamide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Mackie, 2008, 10.1124/jpet.107.135764)	NA	NA
NA	aromatic acid	4-Aminopyridine	n1ccc(N)cc1	NA	pyridine‐4‐amine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Khammy, 2018, 10.1111/bph.14097)	NA	NA
NA	NA	L-735821	CN1c2ccccc2C(=N[C@H](C1=O)NC(=O)/C=C/c3ccc(cc3Cl)Cl)c4ccccc4	ZINC3812120	(2E)-3-(2,4-Dichlorophenyl)-N-[(3R)-1-methyl-2-oxo-5-phenyl-2,3-dihydro-1H-1,4-benzodiazepin-3-yl]acrylamide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Seebohm, 2003, 10.1124/mol.64.1.70)	NA	NA
NA	Bozik_Mar2019	Bozik_Mar2019_330	CC(C)(C)N1C(NC(=O)CC(C)(C)C(F)(F)F)=NC2=C1C(=CC(F)=C2)C#N	NA	N-(1-(tert-butyl)-7-cyano-5-fluoro-1H-benzo[d]imidazol-2-yl)-4,4,4-trifluoro-3,3-dimethylbutanamide	NA	NA	NA	NA	NA	NA	++	NA	NA	NA	NA	NA	(Bozik, 2019, US-201916358642-A)	NA	https://www.surechembl.org/document/US-10851067-B2
NA	Bozik_Mar2019	Bozik_Mar2019_331	CC(C)(C)CC(=O)NC1=NC2=C(C=C(OC(F)F)C=C2F)N1C1CCC1	NA	N-(1-cyclobutyl-6-(difluoromethoxy)-4-fluoro-1H-benzo[d]imidazol-2-yl)-3,3-dimethylbutanamide	NA	NA	NA	NA	NA	NA	+++	NA	NA	NA	NA	NA	(Bozik, 2019, US-201916358642-A)	NA	https://www.surechembl.org/document/US-10851067-B2
NA	Bozik_Mar2019	Bozik_Mar2019_332	CC(C)(C)CC(=O)NC1=NC2=C(C=C(C=C2)C(C)(C)O)N1C1CC(F)(F)C1	NA	N-(1-(3,3-difluorocyclobutyl)-6-(2-hydroxypropan-2-yl)-1H-benzo[d]imidazol-2-yl)-3,3-dimethylbutanamide	NA	NA	NA	NA	NA	NA	+	NA	NA	NA	NA	NA	(Bozik, 2019, US-201916358642-A)	NA	https://www.surechembl.org/document/US-10851067-B2
NA	Bozik_Mar2019	Bozik_Mar2019_333	CC(C)(CC(=O)NC1=NC2=C(C=C(C=C2)C#N)N1C(C)(C)C(F)(F)F)C1CC1	NA	N-(6-cyano-1-(1,1,1-trifluoro-2-methylpropan-2-yl)-1H-benzo[d]imidazol-2-yl)-3-cyclopropyl-3-methylbutanamide	NA	NA	NA	NA	NA	NA	++	NA	NA	NA	NA	NA	(Bozik, 2019, US-201916358642-A)	NA	https://www.surechembl.org/document/US-10851067-B2
NA	Bozik_Mar2019	Bozik_Mar2019_334	CC(C)(C)CC(=O)NC1=NC2=C(N1C1CCC1)C(F)=C(OCC(F)(F)F)C=C2	NA	N-(1-cyclobutyl-7-fluoro-6-(2,2,2-trifluoroethoxy)-1H-benzo[d]imidazol-2-yl)-3,3-dimethylbutanamide	NA	NA	NA	NA	NA	NA	++	NA	NA	NA	NA	NA	(Bozik, 2019, US-201916358642-A)	NA	https://www.surechembl.org/document/US-10851067-B2
NA	Bozik_Mar2019	Bozik_Mar2019_335	CC(C)(O)C1=CC2=C(C=C1)N=C(NC(=O)CC(C)(O)C1=CC=CC=C1)N2C12CC(C1)C2	NA	N-(1-(bicyclo[1.1.1]pentan-1-yl)-6-(2-hydroxypropan-2-yl)-1H-benzo[d]imidazol-2-yl)-3-hydroxy-3-phenylbutanamide	NA	NA	NA	NA	NA	NA	O	NA	NA	NA	NA	NA	(Bozik, 2019, US-201916358642-A)	NA	https://www.surechembl.org/document/US-10851067-B2
NA	Bozik_Mar2019	Bozik_Mar2019_336	C[C@H](CC(=O)NC1=NC2=C(C=C(C=C2)C(C)(C)O)N1C1CCC1)C1=CC=CC=C1	NA	(R)-N-(1-cyclobutyl-6-(2-hydroxypropan-2-yl)-1H-benzo[d]imidazol-2-yl)-3-phenylbutanamide	NA	NA	NA	NA	NA	NA	+	NA	NA	NA	NA	NA	(Bozik, 2019, US-201916358642-A)	NA	https://www.surechembl.org/document/US-10851067-B2
NA	Bozik_Mar2019	Bozik_Mar2019_337	CC(C)(C)CC(=O)NC1=NC2=C(C=C(C=C2)C#N)N1C1(C)CCC1	NA	N-(6-cyano-1-(1-methylcyclobutyl)-1H-benzo[d]imidazol-2-yl)-3,3-dimethylbutanamide	NA	NA	NA	NA	NA	NA	++	NA	NA	NA	NA	NA	(Bozik, 2019, US-201916358642-A)	NA	https://www.surechembl.org/document/US-10851067-B2
NA	Bozik_Mar2019	Bozik_Mar2019_338	CC(C)(CC(=O)NC1=NC2=C(C=C(OC(F)F)C=C2F)N1C1(C)CCC1)C1CC1	NA	3-cyclopropyl-N-(6-(difluoromethoxy)-4-fluoro-1-(1-methylcyclobutyl)-1H-benzo[d]imidazol-2-yl)-3-methylbutanamide	NA	NA	NA	NA	NA	NA	+++	NA	NA	NA	NA	NA	(Bozik, 2019, US-201916358642-A)	NA	https://www.surechembl.org/document/US-10851067-B2
NA	Bozik_Mar2019	Bozik_Mar2019_339	CC(C)(C)N1C(NC(=O)CC(C)(O)C2=CC=CC(F)=C2)=NC2=C1C=C(C=C2F)C#N	NA	N-(1-(tert-butyl)-6-cyano-4-fluoro-1H-benzo[d]imidazol-2-yl)-3-(3-fluorophenyl)-3-hydroxybutanamide	NA	NA	NA	NA	NA	NA	O	NA	NA	NA	NA	NA	(Bozik, 2019, US-201916358642-A)	NA	https://www.surechembl.org/document/US-10851067-B2
NA	Bozik_Mar2019	Bozik_Mar2019_340	CC(C)(CC(=O)NC1=NC2=C(N1C1(C)CCC1)C(=CC(F)=C2)C#N)C(F)(F)F	NA	N-(7-cyano-5-fluoro-1-(1-methylcyclobutyl)-1H-benzo[d]imidazol-2-yl)-4,4,4-trifluoro-3,3-dimethylbutanamide	NA	NA	NA	NA	NA	NA	+	NA	NA	NA	NA	NA	(Bozik, 2019, US-201916358642-A)	NA	https://www.surechembl.org/document/US-10851067-B2
NA	Bozik_Mar2019	Bozik_Mar2019_341	CC(C)(C)CN1C(NC(=O)CC(C)(O)C2=CC=CC=C2)=NC2=C1C=C(C=C2)C#N	NA	N-(6-cyano-1-neopentyl-1H-benzo[d]imidazol-2-yl)-3-hydroxy-3-phenylbutanamide	NA	NA	NA	NA	NA	NA	+	NA	NA	NA	NA	NA	(Bozik, 2019, US-201916358642-A)	NA	https://www.surechembl.org/document/US-10851067-B2
NA	Bozik_Mar2019	Bozik_Mar2019_342	[2H]C([2H])([2H])C(C)(CC(=O)NC1=NC2=C(C=C(C=C2F)C(C)(C)O)N1C1CCC1)C([2H])([2H])[2H]	NA	N-(1-cyclobutyl-4-fluoro-6-(2-hydroxypropan-2-yl)-1H-benzo[d]imidazol-2-yl)-3,3-bis(methyl-d3)butanamide	NA	NA	NA	NA	NA	NA	+++	NA	NA	NA	NA	NA	(Bozik, 2019, US-201916358642-A)	NA	https://www.surechembl.org/document/US-10851067-B2
NA	Bozik_Mar2019	Bozik_Mar2019_343	CC(C)(C)CC(=O)NC1=NC2=C(F)C=C(Br)C=C2N1C1CCC1	NA	N-(6-bromo-1-cyclobutyl-4-fluoro-1H-benzo[d]imidazol-2-yl)-3,3-dimethylbutanamide	NA	NA	NA	NA	NA	NA	+++	NA	NA	NA	NA	NA	(Bozik, 2019, US-201916358642-A)	NA	https://www.surechembl.org/document/US-10851067-B2
NA	Bozik_Mar2019	Bozik_Mar2019_344	CC(O)(CC(=O)NC1=NC2=C(C=C(C=C2)C#N)N1CC1CC1)C1=CC=CC=C1	NA	N-(6-cyano-1-(cyclopropylmethyl)-1H-benzo[d]imidazol-2-yl)-3-hydroxy-3-phenylbutanamide	NA	NA	NA	NA	NA	NA	+	NA	NA	NA	NA	NA	(Bozik, 2019, US-201916358642-A)	NA	https://www.surechembl.org/document/US-10851067-B2
NA	Bozik_Mar2019	Bozik_Mar2019_345	CC(C)(CC(=O)NC1=NC2=C(N1C1CCC1)C(F)=C(C=C2)C#N)CC(F)(F)F	NA	N-(6-cyano-1-cyclobutyl-7-fluoro-1H-benzo[d]imidazol-2-yl)-5,5,5-trifluoro-3,3-dimethylpentanamide	NA	NA	NA	NA	NA	NA	+	NA	NA	NA	NA	NA	(Bozik, 2019, US-201916358642-A)	NA	https://www.surechembl.org/document/US-10851067-B2
NA	Bozik_Mar2019	Bozik_Mar2019_346	CC(C)(C)CC(=O)NC1=NC2=C(C=C(OC(F)F)C=C2)N1C1(C)CCC1	NA	N-(6-(difluoromethoxy)-1-(1-methylcyclobutyl)-1H-benzo[d]imidazol-2-yl)-3,3-dimethylbutanamide	NA	NA	NA	NA	NA	NA	++	NA	NA	NA	NA	NA	(Bozik, 2019, US-201916358642-A)	NA	https://www.surechembl.org/document/US-10851067-B2
NA	Bozik_Mar2019	Bozik_Mar2019_347	CC(O)(CC(=O)NC1=NC2=CC(Cl)=C(C=C2N1C1CCC1)C#N)C1=CC=CC=C1	NA	N-(5-chloro-6-cyano-1-cyclobutyl-1H-benzo[d]imidazol-2-yl)-3-hydroxy-3-phenylbutanamide	NA	NA	NA	NA	NA	NA	+	NA	NA	NA	NA	NA	(Bozik, 2019, US-201916358642-A)	NA	https://www.surechembl.org/document/US-10851067-B2
NA	Bozik_Mar2019	Bozik_Mar2019_348	CC(C)(C)N1C(NC(=O)CC(C)(O)C2=CC=CC=C2F)=NC2=C1C=C(C=C2F)C#N	NA	N-(1-(tert-butyl)-6-cyano-4-fluoro-1H-benzo[d]imidazol-2-yl)-3-(2-fluorophenyl)-3-hydroxybutanamide	NA	NA	NA	NA	NA	NA	O	NA	NA	NA	NA	NA	(Bozik, 2019, US-201916358642-A)	NA	https://www.surechembl.org/document/US-10851067-B2
NA	Bozik_Mar2019	Bozik_Mar2019_349	CC(C)(C)N1C(NC(=O)CC(C)(C)C(F)(F)F)=NC2=C1C(F)=C(C=C2F)C#N	NA	N-(1-(tert-butyl)-6-cyano-4,7-difluoro-1H-benzo[d]imidazol-2-yl)-4,4,4-trifluoro-3,3-dimethylbutanamide	NA	NA	NA	NA	NA	NA	++	NA	NA	NA	NA	NA	(Bozik, 2019, US-201916358642-A)	NA	https://www.surechembl.org/document/US-10851067-B2
NA	Bozik_Mar2019	Bozik_Mar2019_350	CC(O)(CC(=O)NC1=NC2=C(C=C(C#N)C(F)=C2)N1C1CCC1)C1=CC=CC=C1	NA	N-(6-cyano-1-cyclobutyl-5-fluoro-1H-benzo[d]imidazol-2-yl)-3-hydroxy-3-phenylbutanamide	NA	NA	NA	NA	NA	NA	+	NA	NA	NA	NA	NA	(Bozik, 2019, US-201916358642-A)	NA	https://www.surechembl.org/document/US-10851067-B2
NA	Bozik_Mar2019	Bozik_Mar2019_351	CC(C)(O)CC(=O)NC1=NC2=C(N1C1(C)CCC1)C(F)=C(OC(F)F)C=C2	NA	N-(6-(difluoromethoxy)-7-fluoro-1-(1-methylcyclobutyl)-1H-benzo[d]imidazol-2-yl)-3-hydroxy-3-methylbutanamide	NA	NA	NA	NA	NA	NA	+	NA	NA	NA	NA	NA	(Bozik, 2019, US-201916358642-A)	NA	https://www.surechembl.org/document/US-10851067-B2
NA	Bozik_Mar2019	Bozik_Mar2019_352	CC(C)(CC(=O)NC1=NC2=C(C=C(C=C2F)C2(O)CCC2)N1C1CCC1)C(F)(F)F	NA	N-(1-cyclobutyl-4-fluoro-6-(1-hydroxycyclobutyl)-1H-benzo[d]imidazol-2-yl)-4,4,4-trifluoro-3,3-dimethylbutanamide	NA	NA	NA	NA	NA	NA	++	NA	NA	NA	NA	NA	(Bozik, 2019, US-201916358642-A)	NA	https://www.surechembl.org/document/US-10851067-B2
NA	Bozik_Mar2019	Bozik_Mar2019_353	CC(C)(O)C1=CC2=C(C=C1)N=C(NC(=O)CC1CC(F)(F)C1(F)F)N2C1CCC1	NA	N-(1-cyclobutyl-6-(2-hydroxypropan-2-yl)-1H-benzo[d]imidazol-2-yl)-2-(2,2,3,3-tetrafluorocyclobutyl)acetamide	NA	NA	NA	NA	NA	NA	+	NA	NA	NA	NA	NA	(Bozik, 2019, US-201916358642-A)	NA	https://www.surechembl.org/document/US-10851067-B2
NA	Bozik_Mar2019	Bozik_Mar2019_354	CC(C)(C)N1C(NC(=O)CC(C)(C)C2CC2)=NC2=C1C=C(C=C2)C#N	NA	N-(1-(tert-butyl)-6-cyano-1H-benzo[d]imidazol-2-yl)-3-cyclopropyl-3-methylbutanamide	NA	NA	NA	NA	NA	NA	++	NA	NA	NA	NA	NA	(Bozik, 2019, US-201916358642-A)	NA	https://www.surechembl.org/document/US-10851067-B2
NA	Bozik_Mar2019	Bozik_Mar2019_355	COC1=CC2=C(N=C(NC(=O)CC(C)(C)C)N2C2(C)CCC2)C(F)=C1	NA	N-(4-fluoro-6-methoxy-1-(1-methylcyclobutyl)-1H-benzo[d]imidazol-2-yl)-3,3-dimethylbutanamide	NA	NA	NA	NA	NA	NA	+++	NA	NA	NA	NA	NA	(Bozik, 2019, US-201916358642-A)	NA	https://www.surechembl.org/document/US-10851067-B2
NA	Bozik_Mar2019	Bozik_Mar2019_356	CC(C)(C)CC(=O)NC1=NC2=C(N1C1CCC1)C(F)=C(C#N)C(F)=C2	NA	N-(6-cyano-1-cyclobutyl-5,7-difluoro-1H-benzo[d]imidazol-2-yl)-3,3-dimethylbutanamide	NA	NA	NA	NA	NA	NA	+	NA	NA	NA	NA	NA	(Bozik, 2019, US-201916358642-A)	NA	https://www.surechembl.org/document/US-10851067-B2
NA	Bozik_Mar2019	Bozik_Mar2019_357	CC(C)(C)CC(=O)NC1=NC2=C(N1C1CCC1)C(F)=CC(F)=C2	NA	N-(1-cyclobutyl-5,7-difluoro-1H-benzo[d]imidazol-2-yl)-3,3-dimethylbutanamide	NA	NA	NA	NA	NA	NA	+++	NA	NA	NA	NA	NA	(Bozik, 2019, US-201916358642-A)	NA	https://www.surechembl.org/document/US-10851067-B2
