reference	substance_name	receptor	cell_line	measurement	assay_params	value	units	significant	info	retigabine_site	ICA27243_site
Provence, 2015, 10.1124/jpet.115.225268	ICA-069673 (ICA73)	KCNQ2 and KCNQ3	DSM Cells	Contraction Frequency	IC50	12.2	uM	NA	kcl-induced contractions	NA	NULL
Provence, 2015, 10.1124/jpet.115.225268	ICA-069673 (ICA73)	KCNQ2 and KCNQ3	DSM Cells	Contraction Frequency	IC50	n/a	uM	NA	10-Hz EFS-induced contractions	NA	NULL
(Boehlen, 2012, 10.1111/bph.12065)	ICA-110381	KCNQ2	CHO	Whole-cell voltage-clamp recordings from ﬂuorescent CHO	ΔV1/2@1uM	-33	mV	NA	NA	NA	NULL
(Boehlen, 2012, 10.1111/bph.12065)	ICA-110381	KCNQ2/3	CHO	Whole-cell voltage-clamp recordings from ﬂuorescent CHO	ΔV1/2@1uM	-67.3	mV	NA	NA	NA	NULL
(Boehlen, 2012, 10.1111/bph.12065)	ICA-110381	KCNQ3/5	CHO	Whole-cell voltage-clamp recordings from ﬂuorescent CHO	ΔV1/2@1uM	-10.2	mV	NA	NA	NA	NULL
(Boehlen, 2012, 10.1111/bph.12065)	ICA-110381	KCNQ4	CHO	Whole-cell voltage-clamp recordings from ﬂuorescent CHO	ΔV1/2@1uM	-105.1	mV	NA	NA	NA	NULL
(Boehlen, 2012, 10.1111/bph.12065)	retigabine	KCNQ2	CHO	Whole-cell voltage-clamp recordings from ﬂuorescent CHO	ΔV1/2@1uM	-19.5	mV	NA	NA	NA	NULL
(Boehlen, 2012, 10.1111/bph.12065)	retigabine	KCNQ2/3	CHO	Whole-cell voltage-clamp recordings from ﬂuorescent CHO	ΔV1/2@1uM	-29.3	mV	NA	NA	NA	NULL
(Boehlen, 2012, 10.1111/bph.12065)	retigabine	KCNQ3/5	CHO	Whole-cell voltage-clamp recordings from ﬂuorescent CHO	ΔV1/2@1uM	-9	mV	NA	NA	NA	NULL
(Boehlen, 2012, 10.1111/bph.12065)	retigabine	KCNQ4	CHO	Whole-cell voltage-clamp recordings from ﬂuorescent CHO	ΔV1/2@1uM	-	mV	NA	NA	NA	NULL
(Gao, 2010, 10.1074/jbc.M110.116392)	ztz240	KCNQ1	CHO	Whoel Cell Patch Clamp	ΔV1/2@10uM	-3.1	mV	NA	NA	NA	NULL
(Gao, 2010, 10.1074/jbc.M110.116392)	ztz240	KCNQ2	CHO	Whoel Cell Patch Clamp	ΔV1/2@10uM	-47.3	mV	NA	NA	NA	NULL
(Gao, 2010, 10.1074/jbc.M110.116392)	ztz240	KCNQ3	CHO	Whoel Cell Patch Clamp	ΔV1/2@10uM	-3.3	mV	NA	NA	NA	NULL
(Gao, 2010, 10.1074/jbc.M110.116392)	ztz240	KCNQ4	CHO	Whoel Cell Patch Clamp	ΔV1/2@10uM	-17	mV	NA	NA	NA	NULL
(Gao, 2010, 10.1074/jbc.M110.116392)	ztz240	KCNQ5	CHO	Whoel Cell Patch Clamp	ΔV1/2@10uM	-11.1	mV	NA	NA	NA	NULL
(Gao, 2010, 10.1074/jbc.M110.116392)	ztz240	KCNQ2-W236L	CHO	Whoel Cell Patch Clamp	ΔV1/2@10uM	-16.7	mV	NA	NA	NA	NULL
(Gao, 2010, 10.1074/jbc.M110.116392)	ztz240	KCNQ2-L249A	CHO	Whoel Cell Patch Clamp	ΔV1/2@10uM	-34.3	mV	NA	NA	NA	NULL
(Gao, 2010, 10.1074/jbc.M110.116392)	ztz240	KCNQ2-L275A	CHO	Whoel Cell Patch Clamp	ΔV1/2@10uM	-24.7	mV	NA	NA	NA	NULL
(Gao, 2010, 10.1074/jbc.M110.116392)	ztz240	KCNQ2-L249A/L275A	CHO	Whoel Cell Patch Clamp	ΔV1/2@10uM	-17	mV	NA	NA	NA	NULL
(Li, 2013, 10.1038/cr.2013.82)	ztz240	KCNQ2-F137A	CHO	Whole-cell voltage clamp recording	EC50	2.8	uM	NA	paper contains a binding model for ztz240	NA	NULL
(Li, 2013, 10.1038/cr.2013.82)	YG002	KCNQ2	CHO	Whole-cell voltage clamp recording	EC50	4.64	uM	NA	NA	NA	NULL
(Li, 2013, 10.1038/cr.2013.82)	YG007	KCNQ2	CHO	Whole-cell voltage clamp recording	EC50	1.6	uM	NA	NA	NA	NULL
(Li, 2013, 10.1038/cr.2013.82)	YG025	KCNQ2	CHO	Whole-cell voltage clamp recording	EC50	5.92	uM	NA	NA	NA	NULL
(Li, 2020, 10.1038/s41422-020-00410-8)	retigabine	KCNQ2	CHO	Whole-cell voltage clamp recording	EC50	3.98	uM	NA	NA	NA	NULL
(Li, 2020, 10.1038/s41422-020-00410-8)	ztz240	KCNQ2	CHO	Whole-cell voltage clamp recording	EC50	5.62	uM	NA	NA	NA	NULL
(Bachmann, 2001, 10.1007/s002100100474)	S9947	KV1.5	Xenopus oocytes	two-electrode voltage-clamp	IC50	0.65	uM	NA	NA	NA	NULL
(Bachmann, 2001, 10.1007/s002100100474)	S9947	KV1.5	CHO	two-electrode voltage-clamp	IC50	0.42	uM	NA	NA	NA	NULL
(Lagrutta, 2006, 10.1124/jpet.106.101162)	DPO-1	KV1.5	CHO	whole-cell patch clamp technique	IC50 @ 0.1Hz	0.16	uM	NA	NA	NA	NULL
(Lagrutta, 2006, 10.1124/jpet.106.101162)	DPO-1	KV1.5	CHO	whole-cell patch clamp technique	Kd	0.6	uM	NA	NA	NA	NULL
(Zhang, 2006, 10.1111/bph.13639)	fasudil	KCNQ4	HEK293	whole-cell patch clamp technique	EC50	12.9	uM	NA	NA	NA	NULL
(Zhang, 2006, 10.1111/bph.13639)	fasudil	KCNQ4/5	HEK293	whole-cell patch clamp technique	EC50	15.7	uM	NA	NA	NA	NULL
(Zhang, 2006, 10.1111/bph.13639)	fasudil	KCNQ2/3	HEK293	whole-cell patch clamp technique	EC50	No Effect	uM	NA	NA	NA	NULL
(Zhang, 2006, 10.1111/bph.13639)	fasudil	KCNQ2/3	HEK293	whole-cell patch clamp technique	%current	-14	%	NA	NA	NA	NULL
(Zhang, 2006, 10.1111/bph.13639)	fasudil	KCNQ4	HEK293	whole-cell patch clamp technique	ΔV1/2@30uM	-5.9	mV	NA	NA	NA	NULL
(Zhang, 2006, 10.1111/bph.13639)	retigabine	KCNQ4	HEK293	whole-cell patch clamp technique	ΔV1/2@10uM	-14.7	mV	NA	NA	NA	NULL
(Zhang, 2006, 10.1111/bph.13639)	fasudil	KCNQ4/5	HEK293	whole-cell patch clamp technique	ΔV1/2@30uM	-6.6	mV	NA	NA	NA	NULL
(Zhang, 2006, 10.1111/bph.13639)	retigabine	KCNQ4/5	HEK293	whole-cell patch clamp technique	ΔV1/2@10uM	-16.6	mV	NA	NA	NA	NULL
(Zhang, 2006, 10.1111/bph.13639)	fasudil	KCNQ2	HEK293	whole-cell patch clamp technique	ΔV1/2@30uM	No effect	mV	NA	NA	NA	NULL
(Zhang, 2006, 10.1111/bph.13639)	retigabine	KCNQ2	HEK293	whole-cell patch clamp technique	ΔV1/2@10uM	-52.8	mV	NA	NA	NA	NULL
(Zhang, 2006, 10.1111/bph.13639)	fasudil	KCNQ2/3	HEK293	whole-cell patch clamp technique	ΔV1/2@30uM	No effect	mV	NA	NA	NA	NULL
(Zhang, 2006, 10.1111/bph.13639)	retigabine	KCNQ2/3	HEK293	whole-cell patch clamp technique	ΔV1/2@10uM	-32.8	mV	NA	NA	NA	NULL
(Punke, 2007, 10.1213/01.ane.0000260310.63117.a2)	amitriptyline	KCNQ2/3	CHO	patch-clamp technique	IC50	10	uM	NA	NA	NA	NULL
(Peretz, 2005, 10.1124/mol.104.007112)	Diclofenac	KCNQ2/3	CHO	whole-cell patch clamp technique	EC50	2.6	uM	NA	NA	NA	NULL
(Peretz, 2005, 10.1124/mol.104.007112)	Meclofenamic acid	KCNQ2/3	CHO	whole-cell patch clamp technique	EC50	25	uM	NA	NA	NA	NULL
(Peretz, 2005, 10.1124/mol.104.007112)	Meclofenamic acid	KCNQ2/3	Xenopus oocytes	whole-cell patch clamp technique	EC50	11.7	uM	NA	NA	NA	NULL
(Peretz, 2005, 10.1124/mol.104.007112)	Diclofenac	KCNQ2/3	CHO	whole-cell patch clamp technique	ΔV1/2@200uM	-10.4	uV	NA	NA	NA	NULL
(Peretz, 2005, 10.1124/mol.104.007112)	Meclofenamic acid	KCNQ2/3	Xenopus oocytes	whole-cell patch clamp technique	ΔV1/2@25uM	-15.9	mV	NA	NA	NA	NULL
(Peretz, 2005, 10.1124/mol.104.007112)	Meclofenamic acid	KCNQ2/3	CHO	whole-cell patch clamp technique	ΔV1/2@100uM	-22.7	mV	NA	NA	NA	NULL
(Peretz, 2005, 10.1124/mol.104.007112)	Meclofenamic acid	KCNQ2	CHO	whole-cell patch clamp technique	ΔV1/2@50uM	-26.9	mV	NA	NA	NA	NULL
(Peretz, 2005, 10.1124/mol.104.007112)	Meclofenamic acid	KCNQ3	CHO	whole-cell patch clamp technique	ΔV1/2@50uM	-15	mV	NA	NA	NA	NULL
(Peretz, 2007, 10.1371/journal.pone.0001332)	Diclofenac	KCNQ2/3	CHO	whole-cell patch clamp technique	NA	2.6	uM	EC50	NA	NA	NULL
(Peretz, 2007, 10.1371/journal.pone.0001332)	Peretz_Dec2007_1	KCNQ2/3	CHO	whole-cell patch clamp technique	EC50	n/a	uM	NA	NA	NA	NULL
(Peretz, 2007, 10.1371/journal.pone.0001332)	Peretz_Dec2007_2	KCNQ2/3	CHO	whole-cell patch clamp technique	EC50	7	uM	NA	NA	NA	NULL
(Peretz, 2007, 10.1371/journal.pone.0001332)	Peretz_Dec2007_3	KCNQ2/3	CHO	whole-cell patch clamp technique	EC50	n/a	uM	NA	NA	NA	NULL
(Peretz, 2007, 10.1371/journal.pone.0001332)	Peretz_Dec2007_4	KCNQ2/3	CHO	whole-cell patch clamp technique	EC50	n/a	uM	NA	NA	NA	NULL
(Peretz, 2007, 10.1371/journal.pone.0001332)	Peretz_Dec2007_5	KCNQ2/3	CHO	whole-cell patch clamp technique	EC50	n/a	uM	NA	NA	NA	NULL
(Peretz, 2007, 10.1371/journal.pone.0001332)	Peretz_Dec2007_6	KCNQ2/3	CHO	whole-cell patch clamp technique	EC50	14	uM	NA	NA	NA	NULL
(Peretz, 2007, 10.1371/journal.pone.0001332)	Peretz_Dec2007_7	KCNQ2/3	CHO	whole-cell patch clamp technique	EC50	17	uM	NA	NA	NA	NULL
(Peretz, 2007, 10.1371/journal.pone.0001332)	Peretz_Dec2007_8	KCNQ2/3	CHO	whole-cell patch clamp technique	EC50	18	uM	NA	NA	NA	NULL
(Peretz, 2007, 10.1371/journal.pone.0001332)	Peretz_Dec2007_9	KCNQ2/3	CHO	whole-cell patch clamp technique	EC50	n/a	uM	NA	NA	NA	NULL
(Peretz, 2007, 10.1371/journal.pone.0001332)	Peretz_Dec2007_10	KCNQ2/3	CHO	whole-cell patch clamp technique	EC50	n/a	uM	NA	NA	NA	NULL
(Peretz, 2007, 10.1371/journal.pone.0001332)	Peretz_Dec2007_11	KCNQ2/3	CHO	whole-cell patch clamp technique	EC50	n/a	uM	NA	NA	NA	NULL
(Peretz, 2007, 10.1371/journal.pone.0001332)	Peretz_Dec2007_12	KCNQ2/3	CHO	whole-cell patch clamp technique	EC50	n/a	uM	NA	NA	NA	NULL
(Peretz, 2007, 10.1371/journal.pone.0001332)	Peretz_Dec2007_13	KCNQ2/3	CHO	whole-cell patch clamp technique	EC50	n/a	uM	NA	NA	NA	NULL
(Peretz, 2007, 10.1371/journal.pone.0001332)	Peretz_Dec2007_14	KCNQ2/3	CHO	whole-cell patch clamp technique	EC50	n/a	uM	NA	NA	NA	NULL
(Peretz, 2007, 10.1371/journal.pone.0001332)	Peretz_Dec2007_15	KCNQ2/3	CHO	whole-cell patch clamp technique	EC50	22	uM	NA	NA	NA	NULL
(Peretz, 2007, 10.1371/journal.pone.0001332)	Meclofenamic acid	KCNQ2/3	CHO	whole-cell patch clamp technique	EC50	25	uM	NA	NA	NA	NULL
(Peretz, 2007, 10.1371/journal.pone.0001332)	Peretz_Dec2007_16	KCNQ2/3	CHO	whole-cell patch clamp technique	EC50	3	uM	NA	NA	NA	NULL
(Peretz, 2007, 10.1371/journal.pone.0001332)	Peretz_Dec2007_17	KCNQ2/3	CHO	whole-cell patch clamp technique	EC50	9	uM	NA	NA	NA	NULL
(Peretz, 2007, 10.1371/journal.pone.0001332)	Peretz_Dec2007_18	KCNQ2/3	CHO	whole-cell patch clamp technique	EC50	6	uM	NA	NA	NA	NULL
(Peretz, 2007, 10.1371/journal.pone.0001332)	Peretz_Dec2007_19	KCNQ2/3	CHO	whole-cell patch clamp technique	EC50	n/a	uM	NA	NA	NA	NULL
(Peretz, 2007, 10.1371/journal.pone.0001332)	Peretz_Dec2007_20	KCNQ2/3	CHO	whole-cell patch clamp technique	EC50	n/a	uM	NA	NA	NA	NULL
(Peretz, 2007, 10.1371/journal.pone.0001332)	Diclofenac	KCNQ2/3	CHO	whole-cell patch clamp technique	ΔV1/2	-14.5	uM	EC50	NA	NA	NULL
(Peretz, 2007, 10.1371/journal.pone.0001332)	Peretz_Dec2007_1	KCNQ2/3	CHO	whole-cell patch clamp technique	ΔV1/2	n/a	uM	NA	NA	NA	NULL
(Peretz, 2007, 10.1371/journal.pone.0001332)	Peretz_Dec2007_2	KCNQ2/3	CHO	whole-cell patch clamp technique	ΔV1/2	-12.6	uM	NA	NA	NA	NULL
(Peretz, 2007, 10.1371/journal.pone.0001332)	Peretz_Dec2007_3	KCNQ2/3	CHO	whole-cell patch clamp technique	ΔV1/2	n/a	uM	NA	NA	NA	NULL
(Peretz, 2007, 10.1371/journal.pone.0001332)	Peretz_Dec2007_4	KCNQ2/3	CHO	whole-cell patch clamp technique	ΔV1/2	-31.3	uM	NA	NA	NA	NULL
(Peretz, 2007, 10.1371/journal.pone.0001332)	Peretz_Dec2007_5	KCNQ2/3	CHO	whole-cell patch clamp technique	ΔV1/2	-12.2	uM	NA	NA	NA	NULL
(Peretz, 2007, 10.1371/journal.pone.0001332)	Peretz_Dec2007_6	KCNQ2/3	CHO	whole-cell patch clamp technique	ΔV1/2	-18.7	uM	NA	NA	NA	NULL
(Peretz, 2007, 10.1371/journal.pone.0001332)	Peretz_Dec2007_7	KCNQ2/3	CHO	whole-cell patch clamp technique	ΔV1/2	-4.1	uM	NA	NA	NA	NULL
(Peretz, 2007, 10.1371/journal.pone.0001332)	Peretz_Dec2007_8	KCNQ2/3	CHO	whole-cell patch clamp technique	ΔV1/2	n/a	uM	NA	NA	NA	NULL
(Peretz, 2007, 10.1371/journal.pone.0001332)	Peretz_Dec2007_9	KCNQ2/3	CHO	whole-cell patch clamp technique	ΔV1/2	n/a	uM	NA	NA	NA	NULL
(Peretz, 2007, 10.1371/journal.pone.0001332)	Peretz_Dec2007_10	KCNQ2/3	CHO	whole-cell patch clamp technique	ΔV1/2	n/a	uM	NA	NA	NA	NULL
(Peretz, 2007, 10.1371/journal.pone.0001332)	Peretz_Dec2007_11	KCNQ2/3	CHO	whole-cell patch clamp technique	ΔV1/2	n/a	uM	NA	NA	NA	NULL
(Peretz, 2007, 10.1371/journal.pone.0001332)	Peretz_Dec2007_12	KCNQ2/3	CHO	whole-cell patch clamp technique	ΔV1/2	n/a	uM	NA	NA	NA	NULL
(Peretz, 2007, 10.1371/journal.pone.0001332)	Peretz_Dec2007_13	KCNQ2/3	CHO	whole-cell patch clamp technique	ΔV1/2	n/a	uM	NA	NA	NA	NULL
(Peretz, 2007, 10.1371/journal.pone.0001332)	Peretz_Dec2007_14	KCNQ2/3	CHO	whole-cell patch clamp technique	ΔV1/2	n/a	uM	NA	NA	NA	NULL
(Peretz, 2007, 10.1371/journal.pone.0001332)	Peretz_Dec2007_15	KCNQ2/3	CHO	whole-cell patch clamp technique	ΔV1/2	-31.1	uM	NA	NA	NA	NULL
(Peretz, 2007, 10.1371/journal.pone.0001332)	Meclofenamic acid	KCNQ2/3	CHO	whole-cell patch clamp technique	ΔV1/2	-22.7	uM	NA	NA	NA	NULL
(Peretz, 2007, 10.1371/journal.pone.0001332)	Peretz_Dec2007_16	KCNQ2/3	CHO	whole-cell patch clamp technique	ΔV1/2	-31	uM	NA	NA	NA	NULL
(Peretz, 2007, 10.1371/journal.pone.0001332)	Peretz_Dec2007_17	KCNQ2/3	CHO	whole-cell patch clamp technique	ΔV1/2	-8.4	uM	NA	NA	NA	NULL
(Peretz, 2007, 10.1371/journal.pone.0001332)	Peretz_Dec2007_18	KCNQ2/3	CHO	whole-cell patch clamp technique	ΔV1/2	-5.5	uM	NA	NA	NA	NULL
(Peretz, 2007, 10.1371/journal.pone.0001332)	Peretz_Dec2007_19	KCNQ2/3	CHO	whole-cell patch clamp technique	ΔV1/2	-3.7	uM	NA	NA	NA	NULL
(Peretz, 2007, 10.1371/journal.pone.0001332)	Peretz_Dec2007_20	KCNQ2/3	CHO	whole-cell patch clamp technique	ΔV1/2	n/a	uM	NA	NA	NA	NULL
(Schrøder, 2001, 10.1016/S0028-3908(01)00029-6)	Oxindole (BMS-204352)	KCNQ4	HEK293	whole-cell patch clamp technique	EC50	2.4	uM	NA	NA	NA	NULL
(Schrøder, 2001, 10.1016/S0028-3908(01)00029-6)	retigabine	KCNQ4	HEK293	whole-cell patch clamp technique	EC50	1.4	uM	NA	NA	NA	NULL
(Korsgaard, 2005, 10.1124/jpet.105.083923)	Oxindole (BMS-204352)	KCNQ4	HEK293	whole-cell patch clamp technique	ΔV1/2 @ 10uM	-19	mV	NA	NA	NA	NULL
(Korsgaard, 2005, 10.1124/jpet.105.083923)	Oxindole (BMS-204352)-R	KCNQ4	HEK293	whole-cell patch clamp technique	ΔV1/2 @ 10uM	4	mV	NA	NA	NA	NULL
(Du, 2011, 10.1111/j.1476-5381.2011.01483.x)	celecoxib	KCNQ1	HEK293	whole-cell patch clamp technique	ΔV1/2 @ 10uM	-5.7	mV	NA	NA	NA	NULL
(Du, 2011, 10.1111/j.1476-5381.2011.01483.x)	celecoxib	KCNQ2	HEK293	whole-cell patch clamp technique	ΔV1/2 @ 10uM	-13.8	mV	NA	NA	NA	NULL
(Du, 2011, 10.1111/j.1476-5381.2011.01483.x)	celecoxib	KCNQ3 (rat)	HEK293	whole-cell patch clamp technique	ΔV1/2 @ 10uM	-7.8	mV	NA	NA	NA	NULL
(Du, 2011, 10.1111/j.1476-5381.2011.01483.x)	celecoxib	KCNQ4	HEK293	whole-cell patch clamp technique	ΔV1/2 @ 10uM	-20.4	mV	NA	NA	NA	NULL
(Du, 2011, 10.1111/j.1476-5381.2011.01483.x)	celecoxib	KCNQ2/3	HEK293	whole-cell patch clamp technique	ΔV1/2 @ 10uM	-11.5	mV	NA	NA	NA	NULL
(Du, 2011, 10.1111/j.1476-5381.2011.01483.x)	celecoxib	KCNQ3/5	HEK293	whole-cell patch clamp technique	ΔV1/2 @ 10uM	-7.8	mV	NA	NA	NA	NULL
(Du, 2011, 10.1111/j.1476-5381.2011.01483.x)	celecoxib	KCNQ2(A235T)	HEK293	whole-cell patch clamp technique	ΔV1/2 @ 10uM	32.3	mV	NA	NA	NA	NULL
(Du, 2011, 10.1111/j.1476-5381.2011.01483.x)	celecoxib	KCNQ2(W236L)	HEK293	whole-cell patch clamp technique	ΔV1/2 @ 10uM	-4	mV	NA	NA	NA	NULL
(Du, 2011, 10.1111/j.1476-5381.2011.01483.x)	retigabine	KCNQ1	HEK293	whole-cell patch clamp technique	ΔV1/2 @ 10uM	-2.1	mV	NA	NA	NA	NULL
(Du, 2011, 10.1111/j.1476-5381.2011.01483.x)	retigabine	KCNQ2	HEK293	whole-cell patch clamp technique	ΔV1/2 @ 10uM	-40	mV	NA	NA	NA	NULL
(Du, 2011, 10.1111/j.1476-5381.2011.01483.x)	retigabine	KCNQ3 (rat)	HEK293	whole-cell patch clamp technique	ΔV1/2 @ 10uM	-37.9	mV	NA	NA	NA	NULL
(Du, 2011, 10.1111/j.1476-5381.2011.01483.x)	retigabine	KCNQ4	HEK293	whole-cell patch clamp technique	ΔV1/2 @ 10uM	-27.3	mV	NA	NA	NA	NULL
(Du, 2011, 10.1111/j.1476-5381.2011.01483.x)	retigabine	KCNQ2/3	HEK293	whole-cell patch clamp technique	ΔV1/2 @ 10uM	-35.6	mV	NA	NA	NA	NULL
(Du, 2011, 10.1111/j.1476-5381.2011.01483.x)	retigabine	KCNQ3/5	HEK293	whole-cell patch clamp technique	ΔV1/2 @ 10uM	-8.7	mV	NA	NA	NA	NULL
(Du, 2011, 10.1111/j.1476-5381.2011.01483.x)	retigabine	KCNQ2(A235T)	HEK293	whole-cell patch clamp technique	ΔV1/2 @ 10uM	-7.6	mV	NA	NA	NA	NULL
(Du, 2011, 10.1111/j.1476-5381.2011.01483.x)	retigabine	KCNQ2(W236L)	HEK293	whole-cell patch clamp technique	ΔV1/2 @ 10uM	-3	mV	NA	NA	NA	NULL
(Du, 2011, 10.1111/j.1476-5381.2011.01483.x)	celecoxib	KCNQ1	HEK293	whole-cell patch clamp technique	ΔT(activation) @ 10um	63	ms	NA	NA	NA	NULL
(Du, 2011, 10.1111/j.1476-5381.2011.01483.x)	celecoxib	KCNQ2	HEK293	whole-cell patch clamp technique	ΔT(activation) @ 10um	-16	ms	NA	NA	NA	NULL
(Du, 2011, 10.1111/j.1476-5381.2011.01483.x)	celecoxib	KCNQ3 (rat)	HEK293	whole-cell patch clamp technique	ΔT(activation) @ 10um	-19	ms	NA	NA	NA	NULL
(Du, 2011, 10.1111/j.1476-5381.2011.01483.x)	celecoxib	KCNQ4	HEK293	whole-cell patch clamp technique	ΔT(activation) @ 10um	-5	ms	NA	NA	NA	NULL
(Du, 2011, 10.1111/j.1476-5381.2011.01483.x)	celecoxib	KCNQ2/3	HEK293	whole-cell patch clamp technique	ΔT(activation) @ 10um	-11	ms	NA	NA	NA	NULL
(Du, 2011, 10.1111/j.1476-5381.2011.01483.x)	celecoxib	KCNQ3/5	HEK293	whole-cell patch clamp technique	ΔT(activation) @ 10um	-16	ms	NA	NA	NA	NULL
(Du, 2011, 10.1111/j.1476-5381.2011.01483.x)	celecoxib	KCNQ1	HEK293	whole-cell patch clamp technique	ΔT(deactivation) @ 10um	103	ms	NA	NA	NA	NULL
(Du, 2011, 10.1111/j.1476-5381.2011.01483.x)	celecoxib	KCNQ2	HEK293	whole-cell patch clamp technique	ΔT(deactivation) @ 10um	25	ms	NA	NA	NA	NULL
(Du, 2011, 10.1111/j.1476-5381.2011.01483.x)	celecoxib	KCNQ3 (rat)	HEK293	whole-cell patch clamp technique	ΔT(deactivation) @ 10um	35	ms	NA	NA	NA	NULL
(Du, 2011, 10.1111/j.1476-5381.2011.01483.x)	celecoxib	KCNQ4	HEK293	whole-cell patch clamp technique	ΔT(deactivation) @ 10um	30	ms	NA	NA	NA	NULL
(Du, 2011, 10.1111/j.1476-5381.2011.01483.x)	celecoxib	KCNQ2/3	HEK293	whole-cell patch clamp technique	ΔT(deactivation) @ 10um	24	ms	NA	NA	NA	NULL
(Du, 2011, 10.1111/j.1476-5381.2011.01483.x)	celecoxib	KCNQ3/5	HEK293	whole-cell patch clamp technique	ΔT(deactivation) @ 10um	46	ms	NA	NA	NA	NULL
(Du, 2011, 10.1111/j.1476-5381.2011.01483.x)	celecoxib	KCNQ1	HEK293	whole-cell patch clamp technique	IC50	4	uM	NA	recorded at -20mV	NA	NULL
(Du, 2011, 10.1111/j.1476-5381.2011.01483.x)	celecoxib	KCNQ2	HEK293	whole-cell patch clamp technique	EC50	3.09	uM	NA	recorded at -20mV	NA	NULL
(Du, 2011, 10.1111/j.1476-5381.2011.01483.x)	celecoxib	KCNQ3	HEK293	whole-cell patch clamp technique	EC50	Non-significant	uM	NA	recorded at -20mV	NA	NULL
(Du, 2011, 10.1111/j.1476-5381.2011.01483.x)	celecoxib	KCNQ4	HEK293	whole-cell patch clamp technique	EC50	3.37	uM	NA	recorded at -20mV	NA	NULL
(Du, 2011, 10.1111/j.1476-5381.2011.01483.x)	celecoxib	KCNQ3/5	HEK293	whole-cell patch clamp technique	EC50	2.27	uM	NA	recorded at -20mV	NA	NULL
(Du, 2011, 10.1111/j.1476-5381.2011.01483.x)	celecoxib	KCNQ2/3	HEK293	whole-cell patch clamp technique	EC50	4.95	uM	NA	recorded at -20mV	NA	NULL
(Yu, 2011, 10.1021/cn200065b)	ML-213	KCNQ1	CHO	Ionworks automated electrophysicological Assay	EC50	>30	nM	NA	NA	NA	NULL
(Yu, 2011, 10.1021/cn200065b)	ML-213	KCNQ1/E1	CHO	Ionworks automated electrophysicological Assay	EC50	>30	nM	NA	NA	NA	NULL
(Yu, 2011, 10.1021/cn200065b)	ML-213	KCNQ2	CHO	Ionworks automated electrophysicological Assay	EC50	330	nM	NA	NA	NA	NULL
(Yu, 2011, 10.1021/cn200065b)	ML-213	KCNQ2/3	CHO	Ionworks automated electrophysicological Assay	EC50	370	nM	NA	NA	NA	NULL
(Yu, 2011, 10.1021/cn200065b)	ML-213	KCNQ4	CHO	Ionworks automated electrophysicological Assay	EC50	510	nM	NA	NA	NA	NULL
(Yu, 2011, 10.1021/cn200065b)	ML-213	KCNQ1	CHO	Tl+ Flux Assay	EC50	>30	nM	NA	NA	NA	NULL
(Yu, 2011, 10.1021/cn200065b)	ML-213	KCNQ1/E1	CHO	Tl+ Flux Assay	EC50	>30	nM	NA	NA	NA	NULL
(Yu, 2011, 10.1021/cn200065b)	ML-213	KCNQ2	CHO	Tl+ Flux Assay	EC50	360	nM	NA	NA	NA	NULL
(Yu, 2011, 10.1021/cn200065b)	ML-213	KCNQ3	CHO	Tl+ Flux Assay	EC50	>30	nM	NA	NA	NA	NULL
(Yu, 2011, 10.1021/cn200065b)	ML-213	KCNQ2/3	CHO	Tl+ Flux Assay	EC50	not/determined	nM	NA	NA	NA	NULL
(Yu, 2011, 10.1021/cn200065b)	ML-213	KCNQ4	CHO	Tl+ Flux Assay	EC50	2400	nM	NA	NA	NA	NULL
(Yu, 2011, 10.1021/cn200065b)	ML-213	KCNQ5	CHO	Tl+ Flux Assay	EC50	>30	nM	NA	NA	NA	NULL
(Teng, 2016, 10.1038/aps.2016.33)	QO58-lysine	KCNQ2/3	HEK293	whole-cell patch clamp technique	EC50	1.2	uM	NA	NA	NA	NULL
(Teng, 2016, 10.1038/aps.2016.33)	QO58-lysine	KCNQ2/3	HEK293	whole-cell patch clamp technique	ΔV1/2 @ 10uM	-28.4	uM	NA	NA	NA	NULL
(Zheng, 2016, 10.1111/j.1476-5381.2012.02232.x)	QO58	KCNQ1	HEK293	whole-cell patch clamp technique	EC50	7	uM	NA	recorded at -40mV	NA	NULL
(Zheng, 2016, 10.1111/j.1476-5381.2012.02232.x)	QO58	KCNQ2	HEK293	whole-cell patch clamp technique	EC50	1.3	uM	NA	recorded at -40mV	NA	NULL
(Zheng, 2016, 10.1111/j.1476-5381.2012.02232.x)	QO58	KCNQ3	HEK293	whole-cell patch clamp technique	EC50	n/a	uM	NA	recorded at -40mV	NA	NULL
(Zheng, 2016, 10.1111/j.1476-5381.2012.02232.x)	QO58	KCNQ4	HEK293	whole-cell patch clamp technique	EC50	0.6	uM	NA	recorded at -40mV	NA	NULL
(Zheng, 2016, 10.1111/j.1476-5381.2012.02232.x)	QO58	KCNQ2/3	CHO	whole-cell patch clamp technique	EC50	2.3	uM	NA	recorded at -40mV	NA	NULL
(Zheng, 2016, 10.1111/j.1476-5381.2012.02232.x)	QO58	KCNQ3/5	HEK293	whole-cell patch clamp technique	EC50	5.2	uM	NA	recorded at -40mV	NA	NULL
(Zheng, 2016, 10.1111/j.1476-5381.2012.02232.x)	QO58	KCNQ1	HEK293	whole-cell patch clamp technique	ΔV1/2 @ 10uM	21.7	mV	NA	recorded at -40mV	NA	NULL
